Orthogroup	Duplications (all)	Duplications (50% support)
OG0004863	0	0
OG0004864	0	0
OG0004865	1	0
OG0004866	1	1
OG0004867	2	1
OG0004868	0	0
OG0004869	0	0
OG0004870	0	0
OG0004871	0	0
OG0004872	1	0
OG0004873	0	0
OG0004874	1	1
OG0004875	0	0
OG0004876	1	0
OG0004877	0	0
OG0004878	0	0
OG0004879	0	0
OG0004880	0	0
OG0004881	1	1
OG0004882	0	0
OG0004883	0	0
OG0004884	1	0
OG0004885	0	0
OG0004886	0	0
OG0004887	0	0
OG0004888	0	0
OG0004889	0	0
OG0004890	0	0
OG0004891	1	1
OG0004892	0	0
OG0004893	0	0
OG0004894	1	1
OG0004895	0	0
OG0004896	0	0
OG0004897	1	1
OG0004898	2	1
OG0004899	0	0
OG0004900	0	0
OG0004901	0	0
OG0004902	0	0
OG0004903	0	0
OG0004904	1	1
OG0004905	0	0
OG0004906	0	0
OG0004907	0	0
OG0004908	5	3
OG0004909	0	0
OG0004910	1	1
OG0004911	0	0
OG0004912	0	0
OG0004913	1	1
OG0004914	1	1
OG0004915	0	0
OG0004916	0	0
OG0004917	0	0
OG0004918	1	0
OG0004919	1	1
OG0004920	0	0
OG0004921	0	0
OG0004922	0	0
OG0004923	2	2
OG0004924	0	0
OG0004925	0	0
OG0004926	0	0
OG0004927	0	0
OG0004928	2	2
OG0004929	0	0
OG0004930	15	8
OG0004931	0	0
OG0004932	0	0
OG0004933	2	1
OG0004934	0	0
OG0004935	0	0
OG0004936	0	0
OG0004937	0	0
OG0004938	2	2
OG0004939	0	0
OG0004940	2	2
OG0004941	1	0
OG0004942	1	0
OG0004943	0	0
OG0004944	0	0
OG0004945	0	0
OG0004946	1	1
OG0004947	1	1
OG0004948	0	0
OG0004949	0	0
OG0004950	0	0
OG0004951	1	1
OG0004952	0	0
OG0004953	0	0
OG0004954	0	0
OG0004955	0	0
OG0004956	0	0
OG0004957	0	0
OG0004958	0	0
OG0004959	0	0
OG0004960	0	0
OG0004961	1	1
OG0004962	0	0
OG0004963	0	0
OG0004964	1	0
OG0004965	1	1
OG0004966	3	1
OG0004967	0	0
OG0004968	1	1
OG0004969	3	3
OG0004970	2	1
OG0004971	0	0
OG0004972	0	0
OG0004973	0	0
OG0004974	1	1
OG0004975	3	1
OG0004976	0	0
OG0004977	0	0
OG0004978	3	3
OG0004979	0	0
OG0004980	0	0
OG0004981	1	0
OG0004982	0	0
OG0004983	0	0
OG0004984	0	0
OG0004985	0	0
OG0004986	0	0
OG0004987	0	0
OG0004988	1	1
OG0004989	0	0
OG0004990	0	0
OG0004991	0	0
OG0004992	2	2
OG0004993	0	0
OG0004994	0	0
OG0004995	1	1
OG0004996	0	0
OG0004997	0	0
OG0004998	0	0
OG0004999	0	0
OG0005000	0	0
OG0005001	0	0
OG0005002	0	0
OG0005003	1	0
OG0005004	0	0
OG0005005	0	0
OG0005006	0	0
OG0005007	1	0
OG0005008	2	2
OG0005009	1	1
OG0005010	0	0
OG0005011	0	0
OG0005012	5	3
OG0005013	0	0
OG0005014	1	1
OG0005015	0	0
OG0005016	0	0
OG0005017	0	0
OG0005018	0	0
OG0005019	0	0
OG0005020	3	3
OG0005021	2	1
OG0005022	1	1
OG0005023	1	1
OG0005024	3	1
OG0005025	1	0
OG0005026	13	5
OG0005027	1	1
OG0005028	14	2
OG0005029	1	1
OG0005030	1	0
OG0005031	1	1
OG0005032	1	0
OG0005033	2	2
OG0005034	6	4
OG0005035	1	1
OG0005036	8	3
OG0005037	1	1
OG0005038	9	6
OG0005039	5	3
OG0005040	6	3
OG0005041	3	0
OG0005042	5	3
OG0005043	14	12
OG0005044	10	3
OG0005045	21	6
OG0005046	1	1
OG0005047	0	0
OG0005048	0	0
OG0005049	0	0
OG0005050	0	0
OG0005051	0	0
OG0005052	1	1
OG0005053	1	1
OG0005054	2	2
OG0005055	1	1
OG0005056	0	0
OG0005057	0	0
OG0005058	0	0
OG0005059	0	0
OG0005060	0	0
OG0005061	0	0
OG0005062	0	0
OG0005063	0	0
OG0005064	0	0
OG0005065	1	1
OG0005066	2	2
OG0005067	0	0
OG0005068	0	0
OG0005069	0	0
OG0005070	0	0
OG0005071	0	0
OG0005072	0	0
OG0005073	1	1
OG0005074	0	0
OG0005075	0	0
OG0005076	0	0
OG0005077	3	0
OG0005078	0	0
OG0005079	0	0
OG0005080	0	0
OG0005081	0	0
OG0005082	0	0
OG0005083	1	1
OG0005084	0	0
OG0005085	0	0
OG0005086	1	1
OG0005087	0	0
OG0005088	0	0
OG0005089	1	1
OG0005090	0	0
OG0005091	2	1
OG0005092	2	2
OG0005093	0	0
OG0005094	0	0
OG0005095	0	0
OG0005096	2	2
OG0005097	0	0
OG0005098	0	0
OG0005099	0	0
OG0005100	1	0
OG0005101	0	0
OG0005102	2	1
OG0005103	0	0
OG0005104	0	0
OG0005105	1	1
OG0005106	0	0
OG0005107	6	6
OG0005108	1	1
OG0005109	0	0
OG0005110	0	0
OG0005111	0	0
OG0005112	1	1
OG0005113	0	0
OG0005114	0	0
OG0005115	0	0
OG0005116	1	1
OG0005117	1	0
OG0005118	1	1
OG0005119	1	0
OG0005120	0	0
OG0005121	2	2
OG0005122	0	0
OG0005123	0	0
OG0005124	0	0
OG0005125	0	0
OG0005126	1	1
OG0005127	0	0
OG0005128	0	0
OG0005129	0	0
OG0005130	0	0
OG0005131	0	0
OG0005132	0	0
OG0005133	0	0
OG0005134	0	0
OG0005135	1	1
OG0005136	4	1
OG0005137	0	0
OG0005138	1	1
OG0005139	9	6
OG0005140	5	4
OG0005141	0	0
OG0005142	0	0
OG0005143	0	0
OG0005144	0	0
OG0005145	0	0
OG0005146	0	0
OG0005147	0	0
OG0005148	0	0
OG0005149	1	0
OG0005150	0	0
OG0005151	0	0
OG0005152	0	0
OG0005153	0	0
OG0005154	0	0
OG0005155	0	0
OG0005156	0	0
OG0005157	0	0
OG0005158	0	0
OG0005159	0	0
OG0005160	4	2
OG0005161	1	1
OG0005162	0	0
OG0005163	0	0
OG0005164	0	0
OG0005165	0	0
OG0005166	0	0
OG0005167	2	1
OG0005168	1	1
OG0005169	1	0
OG0005170	0	0
OG0005171	0	0
OG0005172	0	0
OG0005173	0	0
OG0005174	0	0
OG0005175	0	0
OG0005176	0	0
OG0005177	2	2
OG0005178	0	0
OG0005179	1	1
OG0005180	1	0
OG0005181	0	0
OG0005182	0	0
OG0005183	0	0
OG0005184	1	1
OG0005185	0	0
OG0005186	0	0
OG0005187	0	0
OG0005188	0	0
OG0005189	1	1
OG0005190	0	0
OG0005191	0	0
OG0005192	0	0
OG0005193	0	0
OG0005194	1	1
OG0005195	4	1
OG0005196	0	0
OG0005197	1	0
OG0005198	0	0
OG0005199	0	0
OG0005200	0	0
OG0005201	0	0
OG0005202	1	0
OG0005203	0	0
OG0005204	1	1
OG0005205	2	1
OG0005206	1	0
OG0005207	0	0
OG0005208	0	0
OG0005209	0	0
OG0005210	4	0
OG0005211	2	0
OG0005212	0	0
OG0005213	0	0
OG0005214	1	1
OG0005215	0	0
OG0005216	0	0
OG0005217	0	0
OG0005218	1	1
OG0005219	1	0
OG0005220	0	0
OG0005221	0	0
OG0005222	0	0
OG0005223	0	0
OG0005224	0	0
OG0005225	1	1
OG0005226	1	0
OG0005227	1	1
OG0005228	0	0
OG0005229	0	0
OG0005230	1	1
OG0005231	0	0
OG0005232	0	0
OG0005233	1	1
OG0005234	0	0
OG0005235	1	1
OG0005236	0	0
OG0005237	0	0
OG0005238	0	0
OG0005239	2	2
OG0005240	0	0
OG0005241	0	0
OG0005242	0	0
OG0005243	0	0
OG0005244	0	0
OG0005245	0	0
OG0005246	0	0
OG0005247	2	1
OG0005248	2	1
OG0005249	5	3
OG0005250	0	0
OG0005251	0	0
OG0005252	0	0
OG0005253	0	0
OG0005254	3	1
OG0005255	0	0
OG0005256	1	1
OG0005257	1	1
OG0005258	1	1
OG0005259	0	0
OG0005260	4	3
OG0005261	0	0
OG0005262	0	0
OG0005263	1	1
OG0005264	6	3
OG0005265	0	0
OG0005266	0	0
OG0005267	1	1
OG0005268	0	0
OG0005269	3	1
OG0005270	0	0
OG0005271	0	0
OG0005272	0	0
OG0005273	0	0
OG0005274	1	1
OG0005275	0	0
OG0005276	1	1
OG0005277	1	1
OG0005278	0	0
OG0005279	1	1
OG0005280	1	1
OG0005281	0	0
OG0005282	0	0
OG0005283	0	0
OG0005284	0	0
OG0005285	1	0
OG0005286	3	2
OG0005287	1	0
OG0005288	0	0
OG0005289	0	0
OG0005290	0	0
OG0005291	0	0
OG0005292	0	0
OG0005293	0	0
OG0005294	0	0
OG0005295	3	3
OG0005296	1	1
OG0005297	1	1
OG0005298	0	0
OG0005299	0	0
OG0005300	1	0
OG0005301	1	1
OG0005302	2	2
OG0005303	0	0
OG0005304	0	0
OG0005305	0	0
OG0005306	0	0
OG0005307	0	0
OG0005308	0	0
OG0005309	0	0
OG0005310	0	0
OG0005311	0	0
OG0005312	0	0
OG0005313	0	0
OG0005314	0	0
OG0005315	0	0
OG0005316	0	0
OG0005317	0	0
OG0005318	1	0
OG0005319	0	0
OG0005320	0	0
OG0005321	0	0
OG0005322	0	0
OG0005323	0	0
OG0005324	0	0
OG0005325	0	0
OG0005326	0	0
OG0005327	2	1
OG0005328	0	0
OG0005329	0	0
OG0005330	0	0
OG0005331	1	1
OG0005332	2	1
OG0005333	2	2
OG0005334	0	0
OG0005335	0	0
OG0005336	0	0
OG0005337	0	0
OG0005338	0	0
OG0005339	0	0
OG0005340	1	1
OG0005341	3	3
OG0005342	1	1
OG0005343	0	0
OG0005344	0	0
OG0005345	0	0
OG0005346	1	1
OG0005347	0	0
OG0005348	1	1
OG0005349	0	0
OG0005350	0	0
OG0005351	0	0
OG0005352	3	3
OG0005353	1	1
OG0005354	0	0
OG0005355	1	1
OG0005356	0	0
OG0005357	0	0
OG0005358	0	0
OG0005359	0	0
OG0005360	0	0
OG0005361	0	0
OG0005362	0	0
OG0005363	0	0
OG0005364	0	0
OG0005365	2	0
OG0005366	0	0
OG0005367	0	0
OG0005368	0	0
OG0005369	0	0
OG0005370	0	0
OG0005371	0	0
OG0005372	4	3
OG0005373	3	3
OG0005374	0	0
OG0005375	0	0
OG0005376	0	0
OG0005377	1	0
OG0005378	3	2
OG0005379	0	0
OG0005380	0	0
OG0005381	0	0
OG0005382	0	0
OG0005383	0	0
OG0005384	0	0
OG0005385	0	0
OG0005386	1	1
OG0005387	0	0
OG0005388	0	0
OG0005389	0	0
OG0005390	0	0
OG0005391	0	0
OG0005392	0	0
OG0005393	0	0
OG0005394	0	0
OG0005395	0	0
OG0005396	0	0
OG0005397	0	0
OG0005398	0	0
OG0005399	1	0
OG0005400	0	0
OG0005401	0	0
OG0005402	1	1
OG0005403	1	1
OG0005404	0	0
OG0005405	1	1
OG0005406	1	1
OG0005407	0	0
OG0005408	1	1
OG0005409	0	0
OG0005410	0	0
OG0005411	1	1
OG0005412	2	2
OG0005413	0	0
OG0005414	0	0
OG0005415	0	0
OG0005416	0	0
OG0005417	0	0
OG0005418	0	0
OG0005419	0	0
OG0005420	0	0
OG0005421	0	0
OG0005422	0	0
OG0005423	0	0
OG0005424	0	0
OG0005425	1	1
OG0005426	2	2
OG0005427	0	0
OG0005428	0	0
OG0005429	1	1
OG0005430	1	1
OG0005431	1	1
OG0005432	1	0
OG0005433	0	0
OG0005434	0	0
OG0005435	1	1
OG0005436	0	0
OG0005437	1	0
OG0005438	0	0
OG0005439	0	0
OG0005440	0	0
OG0005441	0	0
OG0005442	0	0
OG0005443	0	0
OG0005444	1	1
OG0005445	1	1
OG0005446	0	0
OG0005447	1	0
OG0005448	0	0
OG0005449	1	1
OG0005450	0	0
OG0005451	0	0
OG0005452	0	0
OG0005453	0	0
OG0005454	3	1
OG0005455	1	1
OG0005456	2	2
OG0005457	1	1
OG0005458	0	0
OG0005459	0	0
OG0005460	0	0
OG0005461	1	1
OG0005462	0	0
OG0005463	0	0
OG0005464	3	1
OG0005465	0	0
OG0005466	0	0
OG0005467	0	0
OG0005468	2	2
OG0005469	0	0
OG0005470	0	0
OG0005471	2	2
OG0005472	0	0
OG0005473	0	0
OG0005474	0	0
OG0005475	0	0
OG0005476	0	0
OG0005477	0	0
OG0005478	0	0
OG0005479	0	0
OG0005480	0	0
OG0005481	0	0
OG0005482	2	0
OG0005483	5	5
OG0005484	0	0
OG0005485	0	0
OG0005486	2	1
OG0005487	0	0
OG0005488	0	0
OG0005489	2	2
OG0005490	0	0
OG0005491	1	1
OG0005492	0	0
OG0005493	0	0
OG0005494	0	0
OG0005495	0	0
OG0005496	0	0
OG0005497	1	1
OG0005498	1	0
OG0005499	0	0
OG0005500	0	0
OG0005501	0	0
OG0005502	4	0
OG0005503	0	0
OG0005504	0	0
OG0005505	0	0
OG0005506	3	3
OG0005507	1	1
OG0005508	1	0
OG0005509	0	0
OG0005510	0	0
OG0005511	0	0
OG0005512	0	0
OG0005513	0	0
OG0005514	0	0
OG0005515	1	1
OG0005516	0	0
OG0005517	0	0
OG0005518	1	1
OG0005519	0	0
OG0005520	0	0
OG0005521	0	0
OG0005522	0	0
OG0005523	0	0
OG0005524	0	0
OG0005525	1	1
OG0005526	0	0
OG0005527	0	0
OG0005528	0	0
OG0005529	0	0
OG0005530	0	0
OG0005531	2	1
OG0005532	0	0
OG0005533	0	0
OG0005534	0	0
OG0005535	0	0
OG0005536	0	0
OG0005537	0	0
OG0005538	0	0
OG0005539	0	0
OG0005540	0	0
OG0005541	1	1
OG0005542	0	0
OG0005543	0	0
OG0005544	0	0
OG0005545	0	0
OG0005546	0	0
OG0005547	1	1
OG0005548	0	0
OG0005549	0	0
OG0005550	0	0
OG0005551	1	1
OG0005552	0	0
OG0005553	1	0
OG0005554	0	0
OG0005555	0	0
OG0005556	13	11
OG0005557	0	0
OG0005558	0	0
OG0005559	0	0
OG0005560	0	0
OG0005561	1	1
OG0005562	0	0
OG0005563	0	0
OG0005564	1	0
OG0005565	0	0
OG0005566	1	1
OG0005567	0	0
OG0005568	0	0
OG0005569	0	0
OG0005570	0	0
OG0005571	0	0
OG0005572	0	0
OG0005573	0	0
OG0005574	1	0
OG0005575	0	0
OG0005576	0	0
OG0005577	1	1
OG0005578	1	1
OG0005579	0	0
OG0005580	1	1
OG0005581	0	0
OG0005582	0	0
OG0005583	1	1
OG0005584	0	0
OG0005585	0	0
OG0005586	0	0
OG0005587	1	1
OG0005588	1	1
OG0005589	1	1
OG0005590	0	0
OG0005591	0	0
OG0005592	7	6
OG0005593	0	0
OG0005594	0	0
OG0005595	0	0
OG0005596	4	3
OG0005597	0	0
OG0005598	2	0
OG0005599	0	0
OG0005600	0	0
OG0005601	1	1
OG0005602	1	0
OG0005603	0	0
OG0005604	3	1
OG0005605	1	1
OG0005606	0	0
OG0005607	0	0
OG0005608	0	0
OG0005609	2	0
OG0005610	0	0
OG0005611	0	0
OG0005612	0	0
OG0005613	0	0
OG0005614	0	0
OG0005615	0	0
OG0005616	0	0
OG0005617	0	0
OG0005618	5	2
OG0005619	1	1
OG0005620	1	1
OG0005621	0	0
OG0005622	1	0
OG0005623	5	4
OG0005624	0	0
OG0005625	0	0
OG0005626	1	1
OG0005627	0	0
OG0005628	0	0
OG0005629	0	0
OG0005630	0	0
OG0005631	0	0
OG0005632	1	0
OG0005633	2	2
OG0005634	1	0
OG0005635	0	0
OG0005636	0	0
OG0005637	0	0
OG0005638	0	0
OG0005639	0	0
OG0005640	1	1
OG0005641	2	2
OG0005642	2	1
OG0005643	12	8
OG0005644	0	0
OG0005645	0	0
OG0005646	0	0
OG0005647	1	0
OG0005648	4	4
OG0005649	0	0
OG0005650	0	0
OG0005651	7	4
OG0005652	0	0
OG0005653	0	0
OG0005654	0	0
OG0005655	0	0
OG0005656	0	0
OG0005657	0	0
OG0005658	0	0
OG0005659	3	2
OG0005660	2	0
OG0005661	0	0
OG0005662	0	0
OG0005663	0	0
OG0005664	0	0
OG0005665	1	1
OG0005666	0	0
OG0005667	1	1
OG0005668	0	0
OG0005669	1	1
OG0005670	2	2
OG0005671	1	0
OG0005672	0	0
OG0005673	2	2
OG0005674	0	0
OG0005675	0	0
OG0005676	0	0
OG0005677	2	2
OG0005678	0	0
OG0005679	0	0
OG0005680	0	0
OG0005681	0	0
OG0005682	0	0
OG0005683	0	0
OG0005684	1	1
OG0005685	0	0
OG0005686	0	0
OG0005687	0	0
OG0005688	0	0
OG0005689	0	0
OG0005690	1	1
OG0005691	0	0
OG0005692	0	0
OG0005693	0	0
OG0005694	0	0
OG0005695	0	0
OG0005696	0	0
OG0005697	0	0
OG0005698	0	0
OG0005699	1	1
OG0005700	0	0
OG0005701	0	0
OG0005702	0	0
OG0005703	0	0
OG0005704	1	1
OG0005705	7	2
OG0005706	1	1
OG0005707	1	1
OG0005708	0	0
OG0005709	0	0
OG0005710	2	0
OG0005711	0	0
OG0005712	1	1
OG0005713	0	0
OG0005714	3	1
OG0005715	0	0
OG0005716	6	2
OG0005717	1	0
OG0005718	11	4
OG0005719	6	3
OG0005720	11	4
OG0005721	2	0
OG0005722	2	0
OG0005723	1	1
OG0005724	0	0
OG0005725	0	0
OG0005726	1	0
OG0005727	0	0
OG0005728	0	0
OG0005729	1	1
OG0005730	0	0
OG0005731	1	1
OG0005732	0	0
OG0005733	2	1
OG0005734	0	0
OG0005735	1	1
OG0005736	0	0
OG0005737	0	0
OG0005738	0	0
OG0005739	2	2
OG0005740	1	0
OG0005741	0	0
OG0005742	0	0
OG0005743	1	1
OG0005744	1	1
OG0005745	0	0
OG0005746	5	0
OG0005747	1	1
OG0005748	1	1
OG0005749	0	0
OG0005750	1	1
OG0005751	1	1
OG0005752	0	0
OG0005753	1	1
OG0005754	1	1
OG0005755	0	0
OG0005756	1	1
OG0005757	0	0
OG0005758	0	0
OG0005759	1	1
OG0005760	1	0
OG0005761	0	0
OG0005762	0	0
OG0005763	0	0
OG0005764	0	0
OG0005765	1	1
OG0005766	1	1
OG0005767	1	1
OG0005768	0	0
OG0005769	1	0
OG0005770	1	0
OG0005771	14	8
OG0005772	0	0
OG0005773	0	0
OG0005774	1	1
OG0005775	0	0
OG0005776	0	0
OG0005777	0	0
OG0005778	0	0
OG0005779	1	0
OG0005780	1	1
OG0005781	0	0
OG0005782	1	1
OG0005783	0	0
OG0005784	0	0
OG0005785	0	0
OG0005786	1	1
OG0005787	1	1
OG0005788	0	0
OG0005789	0	0
OG0005790	0	0
OG0005791	0	0
OG0005792	0	0
OG0005793	1	1
OG0005794	1	1
OG0005795	0	0
OG0005796	0	0
OG0005797	4	4
OG0005798	0	0
OG0005799	0	0
OG0005800	0	0
OG0005801	1	0
OG0005802	0	0
OG0005803	0	0
OG0005804	0	0
OG0005805	1	0
OG0005806	0	0
OG0005807	0	0
OG0005808	1	0
OG0005809	0	0
OG0005810	1	1
OG0005811	1	1
OG0005812	0	0
OG0005813	0	0
OG0005814	0	0
OG0005815	1	0
OG0005816	4	1
OG0005817	0	0
OG0005818	1	1
OG0005819	0	0
OG0005820	1	1
OG0005821	3	3
OG0005822	1	1
OG0005823	2	2
OG0005824	0	0
OG0005825	0	0
OG0005826	2	1
OG0005827	0	0
OG0005828	0	0
OG0005829	0	0
OG0005830	1	1
OG0005831	0	0
OG0005832	0	0
OG0005833	0	0
OG0005834	0	0
OG0005835	1	1
OG0005836	1	0
OG0005837	0	0
OG0005838	0	0
OG0005839	1	1
OG0005840	11	1
OG0005841	0	0
OG0005842	0	0
OG0005843	0	0
OG0005844	0	0
OG0005845	0	0
OG0005846	0	0
OG0005847	0	0
OG0005848	0	0
OG0005849	1	1
OG0005850	1	1
OG0005851	1	0
OG0005852	1	1
OG0005853	2	1
OG0005854	0	0
OG0005855	0	0
OG0005856	0	0
OG0005857	6	2
OG0005858	0	0
OG0005859	0	0
OG0005860	5	3
OG0005861	0	0
OG0005862	1	1
OG0005863	4	4
OG0005864	0	0
OG0005865	0	0
OG0005866	3	3
OG0005867	2	1
OG0005868	0	0
OG0005869	0	0
OG0005870	0	0
OG0005871	1	1
OG0005872	0	0
OG0005873	0	0
OG0005874	2	1
OG0005875	0	0
OG0005876	3	3
OG0005877	3	2
OG0005878	0	0
OG0005879	2	1
OG0005880	1	1
OG0005881	0	0
OG0005882	0	0
OG0005883	1	1
OG0005884	0	0
OG0005885	2	1
OG0005886	1	0
OG0005887	0	0
OG0005888	0	0
OG0005889	1	1
OG0005890	0	0
OG0005891	1	1
OG0005892	1	1
OG0005893	0	0
OG0005894	0	0
OG0005895	0	0
OG0005896	1	1
OG0005897	0	0
OG0005898	0	0
OG0005899	1	0
OG0005900	0	0
OG0005901	0	0
OG0005902	1	1
OG0005903	0	0
OG0005904	0	0
OG0005905	0	0
OG0005906	0	0
OG0005907	3	3
OG0005908	0	0
OG0005909	0	0
OG0005910	0	0
OG0005911	0	0
OG0005912	0	0
OG0005913	0	0
OG0005914	0	0
OG0005915	4	2
OG0005916	0	0
OG0005917	7	1
OG0005918	0	0
OG0005919	1	1
OG0005920	1	1
OG0005921	8	6
OG0005922	0	0
OG0005923	1	1
OG0005924	0	0
OG0005925	1	0
OG0005926	3	2
OG0005927	0	0
OG0005928	0	0
OG0005929	1	1
OG0005930	1	1
OG0005931	0	0
OG0005932	0	0
OG0005933	1	1
OG0005934	0	0
OG0005935	0	0
OG0005936	0	0
OG0005937	0	0
OG0005938	0	0
OG0005939	0	0
OG0005940	1	1
OG0005941	0	0
OG0005942	0	0
OG0005943	0	0
OG0005944	0	0
OG0005945	0	0
OG0005946	1	1
OG0005947	0	0
OG0005948	0	0
OG0005949	0	0
OG0005950	1	1
OG0005951	6	1
OG0005952	1	1
OG0005953	0	0
OG0005954	0	0
OG0005955	0	0
OG0005956	0	0
OG0005957	4	4
OG0005958	1	1
OG0005959	0	0
OG0005960	0	0
OG0005961	0	0
OG0005962	0	0
OG0005963	0	0
OG0005964	0	0
OG0005965	0	0
OG0005966	0	0
OG0005967	0	0
OG0005968	1	0
OG0005969	0	0
OG0005970	1	0
OG0005971	0	0
OG0005972	0	0
OG0005973	3	3
OG0005974	2	1
OG0005975	0	0
OG0005976	1	1
OG0005977	0	0
OG0005978	0	0
OG0005979	0	0
OG0005980	1	1
OG0005981	2	2
OG0005982	0	0
OG0005983	0	0
OG0005984	0	0
OG0005985	1	1
OG0005986	0	0
OG0005987	0	0
OG0005988	5	3
OG0005989	0	0
OG0005990	0	0
OG0005991	1	1
OG0005992	1	1
OG0005993	2	2
OG0005994	0	0
OG0005995	0	0
OG0005996	0	0
OG0005997	1	1
OG0005998	2	1
OG0005999	0	0
OG0006000	3	3
OG0006001	0	0
OG0006002	1	1
OG0006003	0	0
OG0006004	0	0
OG0006005	0	0
OG0006006	0	0
OG0006007	0	0
OG0006008	0	0
OG0006009	0	0
OG0006010	0	0
OG0006011	0	0
OG0006012	12	11
OG0006013	0	0
OG0006014	0	0
OG0006015	0	0
OG0006016	0	0
OG0006017	2	2
OG0006018	1	1
OG0006019	0	0
OG0006020	0	0
OG0006021	1	0
OG0006022	0	0
OG0006023	0	0
OG0006024	2	0
OG0006025	1	1
OG0006026	0	0
OG0006027	0	0
OG0006028	1	0
OG0006029	0	0
OG0006030	1	1
OG0006031	0	0
OG0006032	0	0
OG0006033	0	0
OG0006034	0	0
OG0006035	0	0
OG0006036	2	2
OG0006037	0	0
OG0006038	1	1
OG0006039	0	0
OG0006040	1	1
OG0006041	0	0
OG0006042	0	0
OG0006043	0	0
OG0006044	0	0
OG0006045	0	0
OG0006046	1	0
OG0006047	2	1
OG0006048	0	0
OG0006049	2	1
OG0006050	1	1
OG0006051	1	1
OG0006052	0	0
OG0006053	0	0
OG0006054	5	1
OG0006055	0	0
OG0006056	0	0
OG0006057	0	0
OG0006058	0	0
OG0006059	1	1
OG0006060	0	0
OG0006061	0	0
OG0006062	2	2
OG0006063	3	1
OG0006064	0	0
OG0006065	0	0
OG0006066	0	0
OG0006067	0	0
OG0006068	6	4
OG0006069	1	1
OG0006070	0	0
OG0006071	0	0
OG0006072	2	2
OG0006073	1	0
OG0006074	0	0
OG0006075	6	4
OG0006076	0	0
OG0006077	1	1
OG0006078	0	0
OG0006079	0	0
OG0006080	0	0
OG0006081	0	0
OG0006082	0	0
OG0006083	5	4
OG0006084	2	2
OG0006085	0	0
OG0006086	0	0
OG0006087	0	0
OG0006088	1	0
OG0006089	2	0
OG0006090	0	0
OG0006091	0	0
OG0006092	3	2
OG0006093	0	0
OG0006094	1	1
OG0006095	4	3
OG0006096	14	11
OG0006097	2	0
OG0006098	3	0
OG0006099	7	2
OG0006100	6	4
OG0006101	4	3
OG0006102	0	0
OG0006103	1	1
OG0006104	1	1
OG0006105	2	1
OG0006106	0	0
OG0006107	0	0
OG0006108	1	1
OG0006109	1	1
OG0006110	1	1
OG0006111	3	1
OG0006112	4	2
OG0006113	2	0
OG0006114	2	1
OG0006115	0	0
OG0006116	0	0
OG0006117	1	1
OG0006118	0	0
OG0006119	1	1
OG0006120	0	0
OG0006121	1	0
OG0006122	0	0
OG0006123	3	3
OG0006124	0	0
OG0006125	19	6
OG0006126	0	0
OG0006127	0	0
OG0006128	0	0
OG0006129	0	0
OG0006130	2	1
OG0006131	0	0
OG0006132	1	1
OG0006133	3	2
OG0006134	1	1
OG0006135	0	0
OG0006136	0	0
OG0006137	0	0
OG0006138	0	0
OG0006139	0	0
OG0006140	0	0
OG0006141	2	1
OG0006142	1	0
OG0006143	0	0
OG0006144	0	0
OG0006145	1	1
OG0006146	8	5
OG0006147	0	0
OG0006148	0	0
OG0006149	0	0
OG0006150	0	0
OG0006151	2	2
OG0006152	0	0
OG0006153	0	0
OG0006154	0	0
OG0006155	0	0
OG0006156	1	0
OG0006157	0	0
OG0006158	15	11
OG0006159	1	1
OG0006160	0	0
OG0006161	2	0
OG0006162	1	1
OG0006163	0	0
OG0006164	9	5
OG0006165	4	4
OG0006166	0	0
OG0006167	0	0
OG0006168	0	0
OG0006169	0	0
OG0006170	0	0
OG0006171	11	1
OG0006172	0	0
OG0006173	0	0
OG0006174	0	0
OG0006175	2	0
OG0006176	1	0
OG0006177	0	0
OG0006178	0	0
OG0006179	0	0
OG0006180	0	0
OG0006181	1	1
OG0006182	1	1
OG0006183	0	0
OG0006184	0	0
OG0006185	0	0
OG0006186	4	2
OG0006187	14	6
OG0006188	1	1
OG0006189	0	0
OG0006190	1	0
OG0006191	1	1
OG0006192	0	0
OG0006193	0	0
OG0006194	0	0
OG0006195	1	1
OG0006196	4	4
OG0006197	0	0
OG0006198	0	0
OG0006199	0	0
OG0006200	1	1
OG0006201	1	1
OG0006202	1	0
OG0006203	1	1
OG0006204	7	5
OG0006205	4	2
OG0006206	0	0
OG0006207	0	0
OG0006208	0	0
OG0006209	0	0
OG0006210	1	0
OG0006211	0	0
OG0006212	0	0
OG0006213	0	0
OG0006214	1	1
OG0006215	1	1
OG0006216	0	0
OG0006217	0	0
OG0006218	0	0
OG0006219	0	0
OG0006220	0	0
OG0006221	0	0
OG0006222	0	0
OG0006223	0	0
OG0006224	0	0
OG0006225	1	1
OG0006226	1	1
OG0006227	0	0
OG0006228	0	0
OG0006229	1	0
OG0006230	0	0
OG0006231	0	0
OG0006232	1	1
OG0006233	0	0
OG0006234	1	1
OG0006235	0	0
OG0006236	0	0
OG0006237	0	0
OG0006238	1	1
OG0006239	0	0
OG0006240	0	0
OG0006241	3	3
OG0006242	0	0
OG0006243	1	1
OG0006244	0	0
OG0006245	0	0
OG0006246	0	0
OG0006247	2	0
OG0006248	0	0
OG0006249	1	0
OG0006250	0	0
OG0006251	1	1
OG0006252	1	0
OG0006253	0	0
OG0006254	5	2
OG0006255	0	0
OG0006256	0	0
OG0006257	1	1
OG0006258	0	0
OG0006259	5	2
